date,product,daily_orders
2025-05-21,Product B,4188
2025-05-22,Product B,3908
2025-05-23,Product B,3959
2025-05-24,Product B,2808
2025-05-25,Product B,2924
2025-05-26,Product B,4129
2025-05-27,Product B,4070
2025-05-28,Product B,4332
2025-05-29,Product B,4234
2025-05-30,Product B,3675
2025-05-31,Product B,2964
2025-06-01,Product B,2762
2025-06-02,Product B,3907
2025-06-03,Product B,4387
2025-06-04,Product B,4122
2025-06-05,Product B,3960
2025-06-06,Product B,3567
2025-06-07,Product B,3153
2025-06-08,Product B,2672
2025-06-09,Product B,4076
2025-06-10,Product B,4232
2025-06-11,Product B,4405
2025-06-12,Product B,3715
2025-06-13,Product B,3333
2025-06-14,Product B,3054
2025-06-15,Product B,3073
2025-06-16,Product B,4271
2025-06-17,Product B,4173
2025-06-18,Product B,3979
2025-06-19,Product B,4090
2025-06-20,Product B,3692
2025-06-21,Product B,3062
2025-06-22,Product B,2857
2025-06-23,Product B,4185
2025-06-24,Product B,4643
2025-06-25,Product B,4108
2025-06-26,Product B,3783
2025-06-27,Product B,3827
2025-06-28,Product B,2691
2025-06-29,Product B,2655
2025-06-30,Product B,3841
2025-07-01,Product B,3920
2025-07-02,Product B,4005
2025-07-03,Product B,3671
2025-07-04,Product B,3990
2025-07-05,Product B,2911
2025-07-06,Product B,2710
2025-07-07,Product B,3801
2025-07-08,Product B,3997
2025-07-09,Product B,4077
2025-07-10,Product B,3608
2025-07-11,Product B,3599
2025-07-12,Product B,2823
2025-07-13,Product B,2489
2025-07-14,Product B,3648
2025-07-15,Product B,3811
2025-07-16,Product B,4022
2025-07-17,Product B,3760
2025-07-18,Product B,3697
2025-07-19,Product B,2940
2025-07-20,Product B,2607
2025-07-21,Product B,3815
2025-07-22,Product B,3819
2025-07-23,Product B,3840
2025-07-24,Product B,3543
2025-07-25,Product B,3161
2025-07-26,Product B,2753
2025-07-27,Product B,2764
2025-07-28,Product B,3848
2025-07-29,Product B,3955
2025-07-30,Product B,3954
2025-07-31,Product B,3602
2025-08-01,Product B,3572
2025-08-02,Product B,2640
2025-08-03,Product B,2496
2025-08-04,Product B,3725
2025-08-05,Product B,3930
2025-08-06,Product B,3633
2025-08-07,Product B,3443
2025-08-08,Product B,3475
2025-08-09,Product B,2756
2025-08-10,Product B,2311
2025-08-11,Product B,3142
2025-08-12,Product B,3541
2025-08-13,Product B,3374
2025-08-14,Product B,3372
2025-08-15,Product B,3388
2025-08-16,Product B,2568
2025-08-17,Product B,2624
2025-08-18,Product B,3543
2025-08-19,Product B,3631
2025-08-20,Product B,3640
2025-08-21,Product B,3206
2025-08-22,Product B,3527
2025-08-23,Product B,2572
2025-08-24,Product B,2485
2025-08-25,Product B,3242
2025-08-26,Product B,3242
2025-08-27,Product B,3611
2025-08-28,Product B,3404
2025-08-29,Product B,3147
2025-08-30,Product B,2428
2025-08-31,Product B,2497
2025-09-01,Product B,3168
2025-09-02,Product B,3741
2025-09-03,Product B,3259
2025-09-04,Product B,3391
2025-09-05,Product B,3189
2025-09-06,Product B,2573
2025-09-07,Product B,2263
2025-09-08,Product B,3289
2025-09-09,Product B,3410
2025-09-10,Product B,3191
2025-09-11,Product B,3356
2025-09-12,Product B,3112
2025-09-13,Product B,2432
2025-09-14,Product B,2178
2025-09-15,Product B,2849
2025-09-16,Product B,3322
2025-09-17,Product B,3712
2025-09-18,Product B,3316
2025-09-19,Product B,3147
2025-09-20,Product B,2395
2025-09-21,Product B,2264
2025-09-22,Product B,3313
2025-09-23,Product B,3115
2025-09-24,Product B,3453
2025-09-25,Product B,3264
2025-09-26,Product B,3223
2025-09-27,Product B,2451
2025-09-28,Product B,2237
2025-09-29,Product B,3296
2025-09-30,Product B,3371
2025-10-01,Product B,3178
2025-10-02,Product B,3029
2025-10-03,Product B,3096
2025-10-04,Product B,2559
2025-10-05,Product B,2076
2025-10-06,Product B,2927
2025-10-07,Product B,3272
2025-10-08,Product B,3215
2025-10-09,Product B,3119
2025-10-10,Product B,3092
2025-10-11,Product B,2330
2025-10-12,Product B,2361
2025-10-13,Product B,2885
2025-10-14,Product B,3089
2025-10-15,Product B,3170
2025-10-16,Product B,2821
2025-10-17,Product B,3011
2025-10-18,Product B,2538
2025-10-19,Product B,2188
2025-10-20,Product B,3157
2025-10-21,Product B,3006
2025-10-22,Product B,3075
2025-10-23,Product B,3005
2025-10-24,Product B,2979
2025-10-25,Product B,2486
2025-10-26,Product B,2241
2025-10-27,Product B,2941
2025-10-28,Product B,3242
2025-10-29,Product B,3247
2025-10-30,Product B,3233
2025-10-31,Product B,3264
2025-11-01,Product B,2217
2025-11-02,Product B,2091
2025-11-03,Product B,2919
2025-11-04,Product B,3167
2025-11-05,Product B,3246
2025-11-06,Product B,3214
2025-11-07,Product B,3018
2025-11-08,Product B,2303
2025-11-09,Product B,2202
2025-11-10,Product B,2993
2025-11-11,Product B,3551
2025-11-12,Product B,2927
2025-11-13,Product B,3103
2025-11-14,Product B,3351
2025-11-15,Product B,2352
2025-11-16,Product B,2175
2025-11-17,Product B,3084
2025-11-18,Product B,3204
2025-11-19,Product B,3422
2025-11-20,Product B,2752
2025-11-21,Product B,3298
2025-11-22,Product B,2199
2025-11-23,Product B,2183
2025-11-24,Product B,3097
2025-11-25,Product B,3355
2025-11-26,Product B,2971
2025-11-27,Product B,3194
2025-11-28,Product B,3404
2025-11-29,Product B,2227
2025-11-30,Product B,2255
2025-12-01,Product B,3091
2025-12-02,Product B,3363
2025-12-03,Product B,3266
2025-12-04,Product B,3054
2025-12-05,Product B,3202
2025-12-06,Product B,2635
2025-12-07,Product B,2239
2025-12-08,Product B,3351
2025-12-09,Product B,3118
2025-12-10,Product B,3146
2025-12-11,Product B,3271
2025-12-12,Product B,3402
2025-12-13,Product B,2493
2025-12-14,Product B,2255
2025-12-15,Product B,3280
2025-12-16,Product B,3169
2025-12-17,Product B,3453
2025-12-18,Product B,3386
2025-12-19,Product B,3141
2025-12-20,Product B,2428
2025-12-21,Product B,2357
2025-12-22,Product B,3258
2025-12-23,Product B,3422
2025-12-24,Product B,3762
2025-12-25,Product B,3254
2025-12-26,Product B,3207
2025-12-27,Product B,2445
2025-12-28,Product B,2452
2025-12-29,Product B,3355
2025-12-30,Product B,3378
2025-12-31,Product B,3691
2026-01-01,Product B,3589
2026-01-02,Product B,3222
2026-01-03,Product B,2331
2026-01-04,Product B,2527
2026-01-05,Product B,3328
2026-01-06,Product B,3694
2026-01-07,Product B,3177
2026-01-08,Product B,3563
2026-01-09,Product B,3177
2026-01-10,Product B,2713
2026-01-11,Product B,2451
2026-01-12,Product B,3341
2026-01-13,Product B,3545
2026-01-14,Product B,3713
2026-01-15,Product B,3493
2026-01-16,Product B,3546
2026-01-17,Product B,2930
2026-01-18,Product B,2300
2026-01-19,Product B,3864
2026-01-20,Product B,3706
2026-01-21,Product B,3493
2026-01-22,Product B,3304
2026-01-23,Product B,3477
2026-01-24,Product B,2842
2026-01-25,Product B,2526
2026-01-26,Product B,3917
2026-01-27,Product B,3483
2026-01-28,Product B,3723
2026-01-29,Product B,3380
2026-01-30,Product B,3641
2026-01-31,Product B,2890
2026-02-01,Product B,2535
2026-02-02,Product B,3227
2026-02-03,Product B,3863
2026-02-04,Product B,3878
2026-02-05,Product B,3747
2026-02-06,Product B,3866
2026-02-07,Product B,2667
2026-02-08,Product B,2727
2026-02-09,Product B,4002
2026-02-10,Product B,3548
2026-02-11,Product B,3925
2026-02-12,Product B,3644
2026-02-13,Product B,3691
2026-02-14,Product B,2918
2026-02-15,Product B,2618
2026-02-16,Product B,3713
2026-02-17,Product B,3969
2026-02-18,Product B,3716
2026-02-19,Product B,3596
2026-02-20,Product B,3897
2026-02-21,Product B,2749
2026-02-22,Product B,2819
2026-02-23,Product B,3997
2026-02-24,Product B,3680
2026-02-25,Product B,3859
2026-02-26,Product B,4095
2026-02-27,Product B,3642
2026-02-28,Product B,2894
2026-03-01,Product B,2835
2026-03-02,Product B,4123
2026-03-03,Product B,4038
2026-03-04,Product B,3934
2026-03-05,Product B,4201
2026-03-06,Product B,4225
2026-03-07,Product B,3154
2026-03-08,Product B,2824
2026-03-09,Product B,3862
2026-03-10,Product B,3975
2026-03-11,Product B,4218
2026-03-12,Product B,4059
2026-03-13,Product B,4215
2026-03-14,Product B,3145
2026-03-15,Product B,2634
2026-03-16,Product B,4291
2026-03-17,Product B,3990
2026-03-18,Product B,4082
2026-03-19,Product B,4075
2026-03-20,Product B,4384
2026-03-21,Product B,3562
2026-03-22,Product B,2969
2026-03-23,Product B,4085
2026-03-24,Product B,4360
2026-03-25,Product B,4394
2026-03-26,Product B,4002
2026-03-27,Product B,4389
2026-03-28,Product B,3150
2026-03-29,Product B,2982
2026-03-30,Product B,4301
2026-03-31,Product B,4377
2026-04-01,Product B,4424
2026-04-02,Product B,3977
2026-04-03,Product B,3950
2026-04-04,Product B,2967
2026-04-05,Product B,2998
2026-04-06,Product B,4359
2026-04-07,Product B,4419
2026-04-08,Product B,4636
2026-04-09,Product B,4132
2026-04-10,Product B,4228
2026-04-11,Product B,2989
2026-04-12,Product B,2896
2026-04-13,Product B,4369
2026-04-14,Product B,4530
2026-04-15,Product B,4239
2026-04-16,Product B,4141
2026-04-17,Product B,3800
2026-04-18,Product B,3120
2026-04-19,Product B,3098
2026-04-20,Product B,4362
2026-04-21,Product B,4472
2026-04-22,Product B,4329
2026-04-23,Product B,4172
2026-04-24,Product B,3989
2026-04-25,Product B,3297
2026-04-26,Product B,3037
2026-04-27,Product B,4355
2026-04-28,Product B,4258
2026-04-29,Product B,3861
2026-04-30,Product B,4407
2026-05-01,Product B,4032
2026-05-02,Product B,3052
2026-05-03,Product B,3080
2026-05-04,Product B,4169
2026-05-05,Product B,4606
2026-05-06,Product B,4461
2026-05-07,Product B,4319
2026-05-08,Product B,3847
2026-05-09,Product B,3380
2026-05-10,Product B,3013
2026-05-11,Product B,4169
2026-05-12,Product B,4398
2026-05-13,Product B,3935
2026-05-14,Product B,4253
2026-05-15,Product B,3907
2026-05-16,Product B,2964
2026-05-17,Product B,2739
2026-05-18,Product B,4469
2026-05-19,Product B,4215
2026-05-20,Product B,4633
2026-05-21,Product B,4040
2026-05-22,Product B,3752
2026-05-23,Product B,2988
2026-05-24,Product B,3133
2026-05-25,Product B,4179
2026-05-26,Product B,4210
2026-05-27,Product B,4313
2026-05-28,Product B,4230
2026-05-29,Product B,4305
2026-05-30,Product B,3372
2026-05-31,Product B,2879
2026-06-01,Product B,3906
2026-06-02,Product B,4209
2026-06-03,Product B,4303
2026-06-04,Product B,3898
2026-06-05,Product B,3852
2026-06-06,Product B,3173
2026-06-07,Product B,2900
2026-06-08,Product B,4155
2026-06-09,Product B,4099
2026-06-10,Product B,4161
2026-06-11,Product B,3870
2026-06-12,Product B,4185
2026-06-13,Product B,3249
2026-06-14,Product B,2613
2026-06-15,Product B,3915
2026-06-16,Product B,3901
2026-06-17,Product B,4029
2026-06-18,Product B,3997
2026-06-19,Product B,3675
2026-06-20,Product B,2913
2026-06-21,Product B,2702
2026-06-22,Product B,4100
2026-06-23,Product B,4180
2026-06-24,Product B,3966
2026-06-25,Product B,3999
2026-06-26,Product B,3806
2026-06-27,Product B,2974
2026-06-28,Product B,3044
2026-06-29,Product B,4273
2026-06-30,Product B,3844
2026-07-01,Product B,4227
2026-07-02,Product B,4069
2026-07-03,Product B,3637
2026-07-04,Product B,3095
2026-07-05,Product B,2982
2026-07-06,Product B,3726
2026-07-07,Product B,3865
2026-07-08,Product B,4203
2026-07-09,Product B,3905
2026-07-10,Product B,3906
2026-07-11,Product B,2978
2026-07-12,Product B,2780
2026-07-13,Product B,3629
2026-07-14,Product B,4197
2026-07-15,Product B,4167
2026-07-16,Product B,3748
2026-07-17,Product B,3732
2026-07-18,Product B,2660
2026-07-19,Product B,2751
2026-07-20,Product B,3932
2026-07-21,Product B,3910
2026-07-22,Product B,4089
2026-07-23,Product B,3666
2026-07-24,Product B,3782
2026-07-25,Product B,2688
2026-07-26,Product B,2634
2026-07-27,Product B,3725
2026-07-28,Product B,3899
2026-07-29,Product B,3735
2026-07-30,Product B,3640
2026-07-31,Product B,3763
2026-08-01,Product B,2722
2026-08-02,Product B,2383
2026-08-03,Product B,4015
2026-08-04,Product B,4049
2026-08-05,Product B,3496
2026-08-06,Product B,3723
2026-08-07,Product B,3461
2026-08-08,Product B,2770
2026-08-09,Product B,2582
2026-08-10,Product B,3584
2026-08-11,Product B,3575
2026-08-12,Product B,3545
2026-08-13,Product B,3373
2026-08-14,Product B,3342
2026-08-15,Product B,2676
2026-08-16,Product B,2410
2026-08-17,Product B,3684
2024-03-10,Product C,131
2024-03-11,Product C,183
2024-03-12,Product C,213
2024-03-13,Product C,231
2024-03-14,Product C,241
2024-03-15,Product C,253
2024-03-16,Product C,218
2024-03-17,Product C,217
2024-03-18,Product C,308
2024-03-19,Product C,380
2024-03-20,Product C,407
2024-03-21,Product C,391
2024-03-22,Product C,434
2024-03-23,Product C,373
2024-03-24,Product C,360
2024-03-25,Product C,590
2024-03-26,Product C,694
2024-03-27,Product C,635
2024-03-28,Product C,639
2024-03-29,Product C,741
2024-03-30,Product C,628
2024-03-31,Product C,600
2024-04-01,Product C,999
2024-04-02,Product C,958
2024-04-03,Product C,1126
2024-04-04,Product C,1091
2024-04-05,Product C,1292
2024-04-06,Product C,1079
2024-04-07,Product C,940
2024-04-08,Product C,1448
2024-04-09,Product C,1701
2024-04-10,Product C,1683
2024-04-11,Product C,1756
2024-04-12,Product C,1849
2024-04-13,Product C,1366
2024-04-14,Product C,1491
2024-04-15,Product C,2175
2024-04-16,Product C,2385
2024-04-17,Product C,2733
2024-04-18,Product C,2426
2024-04-19,Product C,2798
2024-04-20,Product C,2147
2024-04-21,Product C,2098
2024-04-22,Product C,3303
2024-04-23,Product C,3469
2024-04-24,Product C,3617
2024-04-25,Product C,3702
2024-04-26,Product C,3567
2024-04-27,Product C,2814
2024-04-28,Product C,2653
2024-04-29,Product C,3971
2024-04-30,Product C,5044
2024-05-01,Product C,4760
2024-05-02,Product C,4150
2024-05-03,Product C,4222
2024-05-04,Product C,3666
2024-05-05,Product C,3516
2024-05-06,Product C,5139
2024-05-07,Product C,5188
2024-05-08,Product C,5271
2024-05-09,Product C,5304
2024-05-10,Product C,5275
2024-05-11,Product C,3665
2024-05-12,Product C,3862
2024-05-13,Product C,5422
2024-05-14,Product C,5955
2024-05-15,Product C,6798
2024-05-16,Product C,5883
2024-05-17,Product C,5684
2024-05-18,Product C,4710
2024-05-19,Product C,4344
2024-05-20,Product C,6239
2024-05-21,Product C,6527
2024-05-22,Product C,6963
2024-05-23,Product C,5788
2024-05-24,Product C,6249
2024-05-25,Product C,4519
2024-05-26,Product C,4569
2024-05-27,Product C,6086
2024-05-28,Product C,6451
2024-05-29,Product C,6447
2024-05-30,Product C,6647
2024-05-31,Product C,6575
2024-06-01,Product C,4563
2024-06-02,Product C,4565
2024-06-03,Product C,6286
2024-06-04,Product C,6293
2024-06-05,Product C,6582
2024-06-06,Product C,6333
2024-06-07,Product C,7140
2024-06-08,Product C,5027
2024-06-09,Product C,4279
2024-06-10,Product C,6382
2024-06-11,Product C,7102
2024-06-12,Product C,7385
2024-06-13,Product C,5943
2024-06-14,Product C,5782
2024-06-15,Product C,5386
2024-06-16,Product C,4684
2024-06-17,Product C,6276
2024-06-18,Product C,6924
2024-06-19,Product C,5788
2024-06-20,Product C,6431
2024-06-21,Product C,6457
2024-06-22,Product C,5126
2024-06-23,Product C,4336
2024-06-24,Product C,6545
2024-06-25,Product C,6384
2024-06-26,Product C,6699
2024-06-27,Product C,6090
2024-06-28,Product C,6167
2024-06-29,Product C,4611
2024-06-30,Product C,4669
2024-07-01,Product C,6726
2024-07-02,Product C,6544
2024-07-03,Product C,6552
2024-07-04,Product C,5845
2024-07-05,Product C,6127
2024-07-06,Product C,4781
2024-07-07,Product C,5050
2024-07-08,Product C,6011
2024-07-09,Product C,7012
2024-07-10,Product C,6773
2024-07-11,Product C,6302
2024-07-12,Product C,6672
2024-07-13,Product C,4812
2024-07-14,Product C,4485
2024-07-15,Product C,6255
2024-07-16,Product C,6830
2024-07-17,Product C,6702
2024-07-18,Product C,5928
2024-07-19,Product C,5639
2024-07-20,Product C,4603
2024-07-21,Product C,4156
2024-07-22,Product C,6151
2024-07-23,Product C,6723
2024-07-24,Product C,6107
2024-07-25,Product C,6005
2024-07-26,Product C,5954
2024-07-27,Product C,4766
2024-07-28,Product C,3779
2024-07-29,Product C,5882
2024-07-30,Product C,6290
2024-07-31,Product C,6511
2024-08-01,Product C,5770
2024-08-02,Product C,5287
2024-08-03,Product C,4632
2024-08-04,Product C,4050
2024-08-05,Product C,5606
2024-08-06,Product C,5924
2024-08-07,Product C,5980
2024-08-08,Product C,5636
2024-08-09,Product C,5100
2024-08-10,Product C,4612
2024-08-11,Product C,4371
2024-08-12,Product C,6047
2024-08-13,Product C,5666
2024-08-14,Product C,5869
2024-08-15,Product C,5707
2024-08-16,Product C,5800
2024-08-17,Product C,4481
2024-08-18,Product C,3889
2024-08-19,Product C,5777
2024-08-20,Product C,6038
2024-08-21,Product C,6250
2024-08-22,Product C,5807
2024-08-23,Product C,5752
2024-08-24,Product C,4279
2024-08-25,Product C,4248
2024-08-26,Product C,5771
2024-08-27,Product C,5552
2024-08-28,Product C,6129
2024-08-29,Product C,5708
2024-08-30,Product C,5320
2024-08-31,Product C,4090
2024-09-01,Product C,3960
2024-09-02,Product C,5691
2024-09-03,Product C,5764
2024-09-04,Product C,5722
2024-09-05,Product C,5888
2024-09-06,Product C,5641
2024-09-07,Product C,4164
2024-09-08,Product C,4022
2024-09-09,Product C,5193
2024-09-10,Product C,5732
2024-09-11,Product C,6051
2024-09-12,Product C,5287
2024-09-13,Product C,5052
2024-09-14,Product C,3932
2024-09-15,Product C,3580
2024-09-16,Product C,5187
2024-09-17,Product C,5439
2024-09-18,Product C,5088
2024-09-19,Product C,5278
2024-09-20,Product C,5440
2024-09-21,Product C,3829
2024-09-22,Product C,4022
2024-09-23,Product C,5467
2024-09-24,Product C,5756
2024-09-25,Product C,5229
2024-09-26,Product C,5434
2024-09-27,Product C,4864
2024-09-28,Product C,4143
2024-09-29,Product C,3728
2024-09-30,Product C,5419
2024-10-01,Product C,5098
2024-10-02,Product C,5112
2024-10-03,Product C,5314
2024-10-04,Product C,4854
2024-10-05,Product C,4020
2024-10-06,Product C,3413
2024-10-07,Product C,5449
2024-10-08,Product C,5040
2024-10-09,Product C,5455
2024-10-10,Product C,5280
2024-10-11,Product C,4882
2024-10-12,Product C,4015
2024-10-13,Product C,3686
2024-10-14,Product C,5054
2024-10-15,Product C,5069
2024-10-16,Product C,4760
2024-10-17,Product C,5181
2024-10-18,Product C,4639
2024-10-19,Product C,3901
2024-10-20,Product C,3575
2024-10-21,Product C,5348
2024-10-22,Product C,5238
2024-10-23,Product C,5174
2024-10-24,Product C,5262
2024-10-25,Product C,5103
2024-10-26,Product C,3935
2024-10-27,Product C,3700
2024-10-28,Product C,4768
2024-10-29,Product C,5513
2024-10-30,Product C,5417
2024-10-31,Product C,4816
2024-11-01,Product C,4957
2024-11-02,Product C,3868
2024-11-03,Product C,3593
2024-11-04,Product C,5256
2024-11-05,Product C,5700
2024-11-06,Product C,5550
2024-11-07,Product C,4751
2024-11-08,Product C,5188
2024-11-09,Product C,4145
2024-11-10,Product C,3700
2024-11-11,Product C,5472
2024-11-12,Product C,5878
2024-11-13,Product C,5558
2024-11-14,Product C,5172
2024-11-15,Product C,5321
2024-11-16,Product C,3935
2024-11-17,Product C,3654
2024-11-18,Product C,5128
2024-11-19,Product C,5795
2024-11-20,Product C,5106
2024-11-21,Product C,5539
2024-11-22,Product C,5221
2024-11-23,Product C,3662
2024-11-24,Product C,3747
2024-11-25,Product C,4711
2024-11-26,Product C,5591
2024-11-27,Product C,5609
2024-11-28,Product C,5039
2024-11-29,Product C,5175
2024-11-30,Product C,4365
2024-12-01,Product C,3624
2024-12-02,Product C,5038
2024-12-03,Product C,5887
2024-12-04,Product C,5965
2024-12-05,Product C,5254
2024-12-06,Product C,5467
2024-12-07,Product C,4295
2024-12-08,Product C,3624
2024-12-09,Product C,5256
2024-12-10,Product C,5893
2024-12-11,Product C,5967
2024-12-12,Product C,5473
2024-12-13,Product C,5043
2024-12-14,Product C,4486
2024-12-15,Product C,3715
2024-12-16,Product C,5372
2024-12-17,Product C,5728
2024-12-18,Product C,6019
2024-12-19,Product C,5634
2024-12-20,Product C,5466
2024-12-21,Product C,4240
2024-12-22,Product C,3885
2024-12-23,Product C,5705
2024-12-24,Product C,4998
2024-12-25,Product C,5591
2024-12-26,Product C,5558
2024-12-27,Product C,5130
2024-12-28,Product C,4294
2024-12-29,Product C,3901
2024-12-30,Product C,6140
2024-12-31,Product C,6278
2025-01-01,Product C,5625
2025-01-02,Product C,5531
2025-01-03,Product C,5505
2025-01-04,Product C,4180
2025-01-05,Product C,4041
2025-01-06,Product C,5514
2025-01-07,Product C,5576
2025-01-08,Product C,6045
2025-01-09,Product C,5853
2025-01-10,Product C,5400
2025-01-11,Product C,4550
2025-01-12,Product C,3946
2025-01-13,Product C,5911
2025-01-14,Product C,6266
2025-01-15,Product C,5961
2025-01-16,Product C,5911
2025-01-17,Product C,5583
2025-01-18,Product C,4393
2025-01-19,Product C,4109
2025-01-20,Product C,5725
2025-01-21,Product C,6078
2025-01-22,Product C,5613
2025-01-23,Product C,5744
2025-01-24,Product C,5756
2025-01-25,Product C,4462
2025-01-26,Product C,4178
2025-01-27,Product C,6040
2025-01-28,Product C,6398
2025-01-29,Product C,6469
2025-01-30,Product C,5804
2025-01-31,Product C,5590
2025-02-01,Product C,4364
2025-02-02,Product C,4203
2025-02-03,Product C,6062
2025-02-04,Product C,6119
2025-02-05,Product C,5903
2025-02-06,Product C,5970
2025-02-07,Product C,6112
2025-02-08,Product C,4828
2025-02-09,Product C,4264
2025-02-10,Product C,6153
2025-02-11,Product C,6178
2025-02-12,Product C,6416
2025-02-13,Product C,5955
2025-02-14,Product C,6341
2025-02-15,Product C,4345
2025-02-16,Product C,4383
2025-02-17,Product C,6488
2025-02-18,Product C,6651
2025-02-19,Product C,7416
2025-02-20,Product C,6435
2025-02-21,Product C,5954
2025-02-22,Product C,4828
2025-02-23,Product C,4135
2025-02-24,Product C,6471
2025-02-25,Product C,6419
2025-02-26,Product C,6946
2025-02-27,Product C,6249
2025-02-28,Product C,6331
2025-03-01,Product C,4770
2025-03-02,Product C,5009
2025-03-03,Product C,6492
2025-03-04,Product C,7423
2025-03-05,Product C,7016
2025-03-06,Product C,6678
2025-03-07,Product C,6581
2025-03-08,Product C,5097
2025-03-09,Product C,4224
2025-03-10,Product C,6597
2025-03-11,Product C,7186
2025-03-12,Product C,6817
2025-03-13,Product C,6145
2025-03-14,Product C,6531
2025-03-15,Product C,5495
2025-03-16,Product C,5030
2025-03-17,Product C,6754
2025-03-18,Product C,7312
2025-03-19,Product C,6791
2025-03-20,Product C,6119
2025-03-21,Product C,6319
2025-03-22,Product C,5523
2025-03-23,Product C,4723
2025-03-24,Product C,6767
2025-03-25,Product C,6951
2025-03-26,Product C,7657
2025-03-27,Product C,7308
2025-03-28,Product C,7435
2025-03-29,Product C,5132
2025-03-30,Product C,4906
2025-03-31,Product C,6391
2025-04-01,Product C,7648
2025-04-02,Product C,6642
2025-04-03,Product C,6892
2025-04-04,Product C,6379
2025-04-05,Product C,5063
2025-04-06,Product C,4669
2025-04-07,Product C,6757
2025-04-08,Product C,6981
2025-04-09,Product C,6911
2025-04-10,Product C,7151
2025-04-11,Product C,6419
2025-04-12,Product C,5308
2025-04-13,Product C,5202
2025-04-14,Product C,6831
2025-04-15,Product C,6957
2025-04-16,Product C,7061
2025-04-17,Product C,7308
2025-04-18,Product C,6894
2025-04-19,Product C,5134
2025-04-20,Product C,5044
2025-04-21,Product C,6651
2025-04-22,Product C,7490
2025-04-23,Product C,7316
2025-04-24,Product C,6817
2025-04-25,Product C,6561
2025-04-26,Product C,5054
2025-04-27,Product C,5069
2025-04-28,Product C,7488
2025-04-29,Product C,7026
2025-04-30,Product C,7346
2025-05-01,Product C,6209
2025-05-02,Product C,6656
2025-05-03,Product C,5285
2025-05-04,Product C,4715
2025-05-05,Product C,6726
2025-05-06,Product C,7015
2025-05-07,Product C,7284
2025-05-08,Product C,6864
2025-05-09,Product C,6084
2025-05-10,Product C,4727
2025-05-11,Product C,4784
2025-05-12,Product C,7207
2025-05-13,Product C,6249
2025-05-14,Product C,6985
2025-05-15,Product C,6731
2025-05-16,Product C,7307
2025-05-17,Product C,5171
2025-05-18,Product C,5012
2025-05-19,Product C,7071
2025-05-20,Product C,6448
2025-05-21,Product C,7410
2025-05-22,Product C,6958
2025-05-23,Product C,6975
2025-05-24,Product C,6277
2025-05-25,Product C,4383
2025-05-26,Product C,7587
2025-05-27,Product C,7074
2025-05-28,Product C,7196
2025-05-29,Product C,6826
2025-05-30,Product C,6616
2025-05-31,Product C,5064
2025-06-01,Product C,4940
2025-06-02,Product C,6409
2025-06-03,Product C,7392
2025-06-04,Product C,6894
2025-06-05,Product C,6405
2025-06-06,Product C,6554
2025-06-07,Product C,5494
2025-06-08,Product C,4689
2025-06-09,Product C,6997
2025-06-10,Product C,6802
2025-06-11,Product C,7240
2025-06-12,Product C,6955
2025-06-13,Product C,7253
2025-06-14,Product C,5073
2025-06-15,Product C,4929
2025-06-16,Product C,6836
2025-06-17,Product C,7438
2025-06-18,Product C,6652
2025-06-19,Product C,6898
2025-06-20,Product C,6501
2025-06-21,Product C,5043
2025-06-22,Product C,4735
2025-06-23,Product C,6807
2025-06-24,Product C,6861
2025-06-25,Product C,6889
2025-06-26,Product C,7085
2025-06-27,Product C,6801
2025-06-28,Product C,5211
2025-06-29,Product C,4546
2025-06-30,Product C,6338
2025-07-01,Product C,7134
2025-07-02,Product C,7017
2025-07-03,Product C,6953
2025-07-04,Product C,6198
2025-07-05,Product C,4867
2025-07-06,Product C,4210
2025-07-07,Product C,6409
2025-07-08,Product C,7043
2025-07-09,Product C,6469
2025-07-10,Product C,6584
2025-07-11,Product C,6234
2025-07-12,Product C,4927
2025-07-13,Product C,4256
2025-07-14,Product C,6463
2025-07-15,Product C,5616
2025-07-16,Product C,6457
2025-07-17,Product C,5766
2025-07-18,Product C,6567
2025-07-19,Product C,4955
2025-07-20,Product C,4545
2025-07-21,Product C,6811
2025-07-22,Product C,6186
2025-07-23,Product C,6970
2025-07-24,Product C,6460
2025-07-25,Product C,6017
2025-07-26,Product C,4955
2025-07-27,Product C,4124
2025-07-28,Product C,5965
2025-07-29,Product C,6188
2025-07-30,Product C,6133
2025-07-31,Product C,5745
2025-08-01,Product C,6349
2025-08-02,Product C,4548
2025-08-03,Product C,4365
2025-08-04,Product C,5938
2025-08-05,Product C,5700
2025-08-06,Product C,6272
2025-08-07,Product C,5389
2025-08-08,Product C,5857
2025-08-09,Product C,4216
2025-08-10,Product C,4632
2025-08-11,Product C,6277
2025-08-12,Product C,6192
2025-08-13,Product C,6463
2025-08-14,Product C,5605
2025-08-15,Product C,5930
2025-08-16,Product C,4490
2025-08-17,Product C,4193
2025-08-18,Product C,6273
2025-08-19,Product C,6272
2025-08-20,Product C,6058
2025-08-21,Product C,5274
2025-08-22,Product C,5400
2025-08-23,Product C,4341
2025-08-24,Product C,4086
2025-08-25,Product C,5468
2025-08-26,Product C,6663
2025-08-27,Product C,6314
2025-08-28,Product C,5822
2025-08-29,Product C,5596
2025-08-30,Product C,4249
2025-08-31,Product C,3808
2025-09-01,Product C,5721
2025-09-02,Product C,5923
2025-09-03,Product C,5414
2025-09-04,Product C,5653
2025-09-05,Product C,5443
2025-09-06,Product C,3822
2025-09-07,Product C,3765
